Name|Type|Size|Parent Directory
typing_extensions.py|file|80114|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor
vendor.txt|file|469|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor
__init__.py|file|4966|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor
_vendor|directory|120098|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip
adapter.py|file|5033|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\cachecontrol
cache.py|file|1535|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\cachecontrol
compat.py|file|778|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\cachecontrol
controller.py|file|16416|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\cachecontrol
filewrapper.py|file|3946|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\cachecontrol
heuristics.py|file|4154|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\cachecontrol
serialize.py|file|7105|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\cachecontrol
wrapper.py|file|774|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\cachecontrol
_cmd.py|file|1379|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\cachecontrol
__init__.py|file|465|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\cachecontrol
cachecontrol|directory|41585|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor
file_cache.py|file|5271|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\cachecontrol\caches
redis_cache.py|file|1033|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\cachecontrol\caches
__init__.py|file|242|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\cachecontrol\caches
caches|directory|6546|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\cachecontrol
cacert.pem|file|286370|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\certifi
core.py|file|4279|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\certifi
__init__.py|file|94|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\certifi
__main__.py|file|255|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\certifi
certifi|directory|290998|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor
big5freq.py|file|31274|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
big5prober.py|file|1741|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
chardistribution.py|file|9608|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
charsetgroupprober.py|file|3817|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
charsetprober.py|file|4801|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
codingstatemachine.py|file|3559|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
cp949prober.py|file|1838|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
enums.py|file|1619|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
escprober.py|file|3864|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
escsm.py|file|12021|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
eucjpprober.py|file|3676|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
euckrfreq.py|file|13566|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
euckrprober.py|file|1731|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
euctwfreq.py|file|36913|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
euctwprober.py|file|1731|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
gb2312freq.py|file|20735|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
gb2312prober.py|file|1737|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
hebrewprober.py|file|13919|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
jisfreq.py|file|25796|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
johabfreq.py|file|42498|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
johabprober.py|file|1730|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
jpcntx.py|file|26797|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
langbulgarianmodel.py|file|104562|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
langgreekmodel.py|file|98484|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
langhebrewmodel.py|file|98196|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
langhungarianmodel.py|file|101363|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
langrussianmodel.py|file|128035|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
langthaimodel.py|file|102774|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
langturkishmodel.py|file|95372|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
latin1prober.py|file|5260|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
mbcharsetprober.py|file|3367|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
mbcsgroupprober.py|file|2056|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
mbcssm.py|file|30068|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
sbcharsetprober.py|file|6199|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
sbcsgroupprober.py|file|4129|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
sjisprober.py|file|3749|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
universaldetector.py|file|13288|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
utf1632prober.py|file|8289|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
utf8prober.py|file|2709|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
version.py|file|242|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
__init__.py|file|3705|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
chardet|directory|1076818|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor
chardetect.py|file|2406|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet\cli
__init__.py|file|0|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet\cli
cli|directory|2406|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
languages.py|file|13280|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet\metadata
__init__.py|file|0|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet\metadata
metadata|directory|13280|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\chardet
ansi.py|file|2522|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\colorama
ansitowin32.py|file|10830|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\colorama
initialise.py|file|1915|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\colorama
win32.py|file|5404|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\colorama
winterm.py|file|6438|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\colorama
__init__.py|file|239|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\colorama
colorama|directory|27348|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor
compat.py|file|41259|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\distlib
database.py|file|51697|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\distlib
index.py|file|20834|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\distlib
locators.py|file|51991|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\distlib
manifest.py|file|14811|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\distlib
markers.py|file|5058|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\distlib
metadata.py|file|39801|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\distlib
resources.py|file|10820|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\distlib
scripts.py|file|18102|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\distlib
t32.exe|file|97792|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\distlib
t64-arm.exe|file|182784|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\distlib
t64.exe|file|108032|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\distlib
util.py|file|66262|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\distlib
version.py|file|23513|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\distlib
w32.exe|file|91648|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\distlib
w64-arm.exe|file|168448|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\distlib
w64.exe|file|101888|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\distlib
wheel.py|file|43898|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\distlib
__init__.py|file|581|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\distlib
distlib|directory|1139219|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor
distro.py|file|48841|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\distro
__init__.py|file|981|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\distro
__main__.py|file|64|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\distro
distro|directory|49886|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor
codec.py|file|3374|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\idna
compat.py|file|321|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\idna
core.py|file|12950|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\idna
idnadata.py|file|44375|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\idna
intranges.py|file|1881|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\idna
package_data.py|file|21|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\idna
uts46data.py|file|206539|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\idna
__init__.py|file|849|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\idna
idna|directory|270310|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor
exceptions.py|file|1081|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\msgpack
ext.py|file|6080|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\msgpack
fallback.py|file|34557|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\msgpack
__init__.py|file|1132|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\msgpack
msgpack|directory|42850|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor
markers.py|file|8487|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\packaging
requirements.py|file|4676|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\packaging
specifiers.py|file|30110|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\packaging
tags.py|file|15699|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\packaging
utils.py|file|4200|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\packaging
version.py|file|14665|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\packaging
_manylinux.py|file|11488|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\packaging
_musllinux.py|file|4378|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\packaging
_structures.py|file|1431|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\packaging
__about__.py|file|661|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\packaging
__init__.py|file|497|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\packaging
packaging|directory|96292|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor
build.py|file|3443|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pep517
check.py|file|6083|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pep517
colorlog.py|file|3994|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pep517
dirtools.py|file|607|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pep517
envbuild.py|file|6081|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pep517
meta.py|file|2520|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pep517
wrappers.py|file|12721|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pep517
_compat.py|file|138|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pep517
__init__.py|file|130|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pep517
pep517|directory|35717|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor
_in_process.py|file|10801|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pep517\in_process
__init__.py|file|872|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pep517\in_process
in_process|directory|11673|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pep517
py31compat.py|file|562|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pkg_resources
__init__.py|file|108287|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pkg_resources
pkg_resources|directory|108849|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor
android.py|file|4068|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\platformdirs
api.py|file|4910|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\platformdirs
macos.py|file|2655|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\platformdirs
unix.py|file|6910|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\platformdirs
version.py|file|78|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\platformdirs
windows.py|file|6439|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\platformdirs
__init__.py|file|12831|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\platformdirs
__main__.py|file|1176|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\platformdirs
platformdirs|directory|39067|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor
cmdline.py|file|23685|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments
console.py|file|1697|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments
filter.py|file|1938|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments
formatter.py|file|2917|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments
lexer.py|file|32005|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments
modeline.py|file|986|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments
plugin.py|file|2591|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments
regexopt.py|file|3072|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments
scanner.py|file|3092|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments
sphinxext.py|file|4630|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments
style.py|file|6257|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments
token.py|file|6184|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments
unistring.py|file|63187|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments
util.py|file|9110|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments
__init__.py|file|2999|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments
__main__.py|file|353|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments
pygments|directory|164703|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor
__init__.py|file|40386|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments\filters
filters|directory|40386|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments
bbcode.py|file|3314|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments\formatters
groff.py|file|5086|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments\formatters
html.py|file|35441|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments\formatters
img.py|file|21938|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments\formatters
irc.py|file|5871|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments\formatters
latex.py|file|19351|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments\formatters
other.py|file|5073|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments\formatters
pangomarkup.py|file|2212|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments\formatters
rtf.py|file|5014|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments\formatters
svg.py|file|7335|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments\formatters
terminal.py|file|4674|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments\formatters
terminal256.py|file|11753|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments\formatters
_mapping.py|file|4104|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments\formatters
__init__.py|file|4810|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments\formatters
formatters|directory|135976|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments
python.py|file|53376|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments\lexers
_mapping.py|file|70232|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments\lexers
__init__.py|file|11174|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments\lexers
lexers|directory|134782|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments
__init__.py|file|3419|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments\styles
styles|directory|3419|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pygments
actions.py|file|6426|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pyparsing
common.py|file|12936|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pyparsing
core.py|file|213344|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pyparsing
exceptions.py|file|9023|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pyparsing
helpers.py|file|39129|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pyparsing
results.py|file|25341|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pyparsing
testing.py|file|13402|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pyparsing
unicode.py|file|10787|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pyparsing
util.py|file|6805|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pyparsing
__init__.py|file|9171|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pyparsing
pyparsing|directory|346364|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor
__init__.py|file|23685|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pyparsing\diagram
diagram|directory|23685|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\pyparsing
adapters.py|file|21443|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\requests
api.py|file|6377|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\requests
auth.py|file|10187|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\requests
certs.py|file|575|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\requests
compat.py|file|1286|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\requests
cookies.py|file|18560|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\requests
exceptions.py|file|3823|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\requests
help.py|file|3879|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\requests
hooks.py|file|733|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\requests
models.py|file|35287|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\requests
packages.py|file|695|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\requests
sessions.py|file|30180|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\requests
