Name|Type|Size|Parent Directory
status_codes.py|file|4235|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\requests
structures.py|file|2912|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\requests
utils.py|file|33240|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\requests
_internal_utils.py|file|1397|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\requests
__init__.py|file|5178|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\requests
__version__.py|file|440|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\requests
requests|directory|180427|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor
providers.py|file|5872|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\resolvelib
reporters.py|file|1583|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\resolvelib
resolvers.py|file|17592|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\resolvelib
structs.py|file|4794|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\resolvelib
__init__.py|file|537|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\resolvelib
resolvelib|directory|30378|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor
collections_abc.py|file|156|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\resolvelib\compat
__init__.py|file|0|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\resolvelib\compat
compat|directory|156|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\resolvelib
abc.py|file|890|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
align.py|file|10368|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
ansi.py|file|6820|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
bar.py|file|3264|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
box.py|file|9864|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
cells.py|file|4503|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
color.py|file|17957|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
color_triplet.py|file|1054|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
columns.py|file|7131|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
console.py|file|95885|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
constrain.py|file|1288|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
containers.py|file|5497|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
control.py|file|6630|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
default_styles.py|file|7954|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
diagnose.py|file|972|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
emoji.py|file|2501|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
errors.py|file|642|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
filesize.py|file|2507|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
file_proxy.py|file|1616|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
highlighter.py|file|9585|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
json.py|file|5051|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
jupyter.py|file|3252|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
layout.py|file|14074|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
live.py|file|14172|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
live_render.py|file|3667|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
logging.py|file|11471|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
markup.py|file|8198|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
measure.py|file|5305|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
padding.py|file|4970|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
pager.py|file|828|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
palette.py|file|3396|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
panel.py|file|8744|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
pretty.py|file|36576|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
progress.py|file|59746|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
progress_bar.py|file|8161|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
prompt.py|file|11303|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
protocol.py|file|1391|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
region.py|file|166|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
repr.py|file|4449|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
rule.py|file|4773|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
scope.py|file|2842|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
screen.py|file|1591|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
segment.py|file|24224|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
spinner.py|file|4374|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
status.py|file|4425|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
style.py|file|26240|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
styled.py|file|1258|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
syntax.py|file|34697|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
table.py|file|39515|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
terminal_theme.py|file|3370|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
text.py|file|44666|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
theme.py|file|3627|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
themes.py|file|102|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
traceback.py|file|26060|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
tree.py|file|9169|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
_cell_widths.py|file|10096|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
_emoji_codes.py|file|140235|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
_emoji_replace.py|file|1064|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
_export_format.py|file|2114|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
_extension.py|file|265|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
_inspect.py|file|9695|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
_log_render.py|file|3225|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
_loop.py|file|1236|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
_palettes.py|file|7063|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
_pick.py|file|423|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
_ratio.py|file|5472|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
_spinners.py|file|19919|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
_stack.py|file|351|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
_timer.py|file|417|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
_win32_console.py|file|22820|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
_windows.py|file|1926|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
_windows_renderer.py|file|2783|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
_wrap.py|file|1840|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
__init__.py|file|5944|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
__main__.py|file|8808|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\rich
rich|directory|878477|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor
after.py|file|1496|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\tenacity
before.py|file|1376|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\tenacity
before_sleep.py|file|1908|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\tenacity
nap.py|file|1383|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\tenacity
retry.py|file|7550|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\tenacity
stop.py|file|2790|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\tenacity
tornadoweb.py|file|2145|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\tenacity
wait.py|file|8011|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\tenacity
_asyncio.py|file|3314|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\tenacity
_utils.py|file|1944|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\tenacity
__init__.py|file|18364|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\tenacity
tenacity|directory|50281|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor
_parser.py|file|22633|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\tomli
_re.py|file|2943|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\tomli
_types.py|file|254|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\tomli
__init__.py|file|396|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\tomli
tomli|directory|26226|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor
connection.py|file|20070|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3
connectionpool.py|file|39093|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3
exceptions.py|file|8217|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3
fields.py|file|8579|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3
filepost.py|file|2440|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3
poolmanager.py|file|19786|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3
request.py|file|5985|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3
response.py|file|30109|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3
_collections.py|file|10811|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3
_version.py|file|64|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3
__init__.py|file|3333|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3
urllib3|directory|148487|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor
appengine.py|file|11034|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3\contrib
ntlmpool.py|file|4538|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3\contrib
pyopenssl.py|file|17182|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3\contrib
securetransport.py|file|34448|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3\contrib
socks.py|file|7097|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3\contrib
_appengine_environ.py|file|957|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3\contrib
__init__.py|file|0|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3\contrib
contrib|directory|75256|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3
bindings.py|file|17632|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport
low_level.py|file|13922|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport
__init__.py|file|0|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport
_securetransport|directory|31554|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3\contrib
six.py|file|34665|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3\packages
__init__.py|file|0|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3\packages
packages|directory|34665|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3
makefile.py|file|1417|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports
__init__.py|file|0|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports
backports|directory|1417|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3\packages
connection.py|file|4901|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3\util
proxy.py|file|1605|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3\util
queue.py|file|498|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3\util
request.py|file|3997|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3\util
response.py|file|3510|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3\util
retry.py|file|22001|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3\util
ssltransport.py|file|6895|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3\util
ssl_.py|file|17177|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3\util
ssl_match_hostname.py|file|5758|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3\util
timeout.py|file|10003|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3\util
url.py|file|14287|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3\util
wait.py|file|5403|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3\util
__init__.py|file|1155|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3\util
util|directory|97190|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\urllib3
labels.py|file|8979|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\webencodings
mklabels.py|file|1305|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\webencodings
tests.py|file|6563|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\webencodings
x_user_defined.py|file|4307|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\webencodings
__init__.py|file|10579|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor\webencodings
webencodings|directory|31733|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip\_vendor
entry_points.txt|file|125|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip-22.3.1.dist-info
INSTALLER|file|5|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip-22.3.1.dist-info
LICENSE.txt|file|1093|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip-22.3.1.dist-info
METADATA|file|4072|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip-22.3.1.dist-info
RECORD|file|71279|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip-22.3.1.dist-info
top_level.txt|file|4|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip-22.3.1.dist-info
WHEEL|file|92|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pip-22.3.1.dist-info
pip-22.3.1.dist-info|directory|76670|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages
__init__.py|file|108568|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources
pkg_resources|directory|108568|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages
__init__.py|file|2426|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\extern
extern|directory|2426|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources
__init__.cpython-311.pyc|file|4331|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\extern\__pycache__
__pycache__|directory|4331|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\extern
appdirs.py|file|24701|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor
zipp.py|file|8425|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor
__init__.py|file|0|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor
_vendor|directory|33126|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources
abc.py|file|3886|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\importlib_resources
readers.py|file|3566|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\importlib_resources
simple.py|file|2836|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\importlib_resources
_adapters.py|file|4504|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\importlib_resources
_common.py|file|2741|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\importlib_resources
_compat.py|file|2706|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\importlib_resources
_itertools.py|file|884|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\importlib_resources
_legacy.py|file|3494|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\importlib_resources
__init__.py|file|506|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\importlib_resources
importlib_resources|directory|25123|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor
context.py|file|5420|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\jaraco
functools.py|file|13515|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\jaraco
__init__.py|file|0|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\jaraco
jaraco|directory|18935|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor
__init__.py|file|15526|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\jaraco\text
text|directory|15526|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\jaraco
__init__.cpython-311.pyc|file|26622|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\jaraco\text\__pycache__
__pycache__|directory|26622|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\jaraco\text
context.cpython-311.pyc|file|9442|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\jaraco\__pycache__
functools.cpython-311.pyc|file|20305|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\jaraco\__pycache__
__init__.cpython-311.pyc|file|219|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\jaraco\__pycache__
__pycache__|directory|29966|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\jaraco
more.py|file|132569|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\more_itertools
recipes.py|file|18410|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\more_itertools
__init__.py|file|83|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\more_itertools
more_itertools|directory|151062|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor
more.cpython-311.pyc|file|167974|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\more_itertools\__pycache__
recipes.cpython-311.pyc|file|26965|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\more_itertools\__pycache__
__init__.cpython-311.pyc|file|313|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\more_itertools\__pycache__
__pycache__|directory|195252|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\more_itertools
markers.py|file|8496|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\packaging
requirements.py|file|4706|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\packaging
specifiers.py|file|30110|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\packaging
tags.py|file|15699|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\packaging
utils.py|file|4200|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\packaging
version.py|file|14665|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\packaging
_manylinux.py|file|11488|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\packaging
_musllinux.py|file|4378|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\packaging
_structures.py|file|1431|C:\Users\Marsel\pythonProject\DeepPyLearningGB\venv\Lib\site-packages\pkg_resources\_vendor\packaging
